film_name,star,ranking,comment_num,year,direct,film_eng_name,quote,poster,genre
"纵横四海,[可播放]",8.7,148,139827人评价,,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,
                            1991 / 香港 / 剧情 喜剧 动作 犯罪
                        ", / 緃横四海,香港浪漫主义警匪动作片的巅峰之作。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2459107299.jpg,
"萤火之森,[可播放]",8.7,149,151756人评价,,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        ", / 蛍火の杜へ,触不到的恋人。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1272904657.jpg,
"玩具总动员3,[可播放]",8.8,150,187836人评价,,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        ", / Toy Story 3,跨度十五年的欢乐与泪水。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1283675359.jpg,
"哈利·波特与死亡圣器(下),[可播放]",8.6,151,266240人评价,,"
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
                        ", / Harry Potter and the Deathly Hallows: Part 2,10年的完美句点。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p917846733.jpg,
7号房的礼物,8.6,152,168271人评价,,"
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,
                            2013 / 韩国 / 剧情 喜剧 家庭
                        ", / 7번방의 선물,《我是山姆》的《美丽人生》。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1816276065.jpg,
二十二,8.8,153,81624人评价,,"
                            导演: 郭柯 Ke Guo   主演: ,
                            2015 / 中国大陆 / 纪录片
                        ", / Twenty Two  /  22,,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2457609817.jpg,
花样年华,8.5,154,239934人评价,,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,
                            2000 / 香港 法国 / 剧情 爱情
                        ", / 花樣年華,偷情本没有这样美。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910828286.jpg,
"人工智能,[可播放]",8.6,155,185422人评价,,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...,
                            2001 / 美国 / 冒险 剧情 科幻
                        ", / Artificial Intelligence: AI,对爱的执着，可以超越一切。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p792257137.jpg,
"我是山姆,[可播放]",8.8,156,99887人评价,,"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,
                            2001 / 美国 / 剧情 家庭
                        ", / I Am Sam,爱并不需要智商 。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p652417775.jpg,
浪潮,8.7,157,128542人评价,,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...,
                            2008 / 德国 / 剧情 惊悚
                        ", / Die Welle,世界离独裁只有五天。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1344888983.jpg,
"海边的曼彻斯特,[可播放]",8.6,158,159567人评价,,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,
                            2016 / 美国 / 剧情 家庭
                        ", / Manchester by the Sea,我们都有权利不与自己的过去和解。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2496940327.jpg,
"荒蛮故事,[可播放]",8.7,159,129400人评价,,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        ", / Relatos salvajes,始于荒诞，止于更荒诞。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2192834364.jpg,
香水,8.4,160,269294人评价,,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        ", / Perfume: The Story of a Murderer,一个单凭体香达到高潮的男人。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p470006658.jpg,
"冰川时代,[可播放]",8.4,161,263237人评价,,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,
                            2002 / 美国 / 喜剧 动画 冒险
                        ", / Ice Age,松鼠才是角儿。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1910895719.jpg,
"朗读者,[可播放]",8.5,162,272798人评价,,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...,
                            2008 / 美国 德国 / 剧情 爱情
                        ", / The Reader,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1140984198.jpg,
追随,8.9,163,79612人评价,,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...,
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        ", / Following,诺兰的牛逼来源于内心散发出的恐惧。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1150103377.jpg,
"撞车,[可播放]",8.6,164,170563人评价,,"
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...,
                            2004 / 美国 德国 / 犯罪 剧情
                        ", / Crash,天使与魔鬼的冲撞。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2075132390.jpg,
"小森林 冬春篇,[可播放]",8.9,165,106507人评价,,"
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,
                            2015 / 日本 / 剧情
                        ", / リトル・フォレスト 冬・春,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2215147728.jpg,
"一次别离,[可播放]",8.7,166,128685人评价,,"
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...,
                            2011 / 伊朗 法国 / 剧情 家庭
                        ", / جدایی نادر از سیمین,只有有信仰的人才能说出事实真相。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2189835254.jpg,
"心迷宫,[可播放]",8.6,167,153570人评价,,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        ", / 殡棺  /  The Coffin in the Mountain,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2275298525.jpg,
"罗生门,[可播放]",8.7,168,120602人评价,,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...,
                            1950 / 日本 / 犯罪 剧情 悬疑
                        ", / 羅生門,人生的N种可能性。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1864872647.jpg,
"时空恋旅人,[可播放]",8.6,169,190517人评价,,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...,
                            2013 / 英国 / 剧情 爱情 奇幻
                        ", / About Time,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2070153774.jpg,
"唐伯虎点秋香,[可播放]",8.4,170,310907人评价,,"
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,
                            1993 / 香港 / 喜剧 爱情 古装
                        ", / 唐伯虎點秋香,华太师是黄霑，吴镇宇四大才子之一。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1946455272.jpg,
"超能陆战队,[可播放]",8.6,171,355182人评价,,"
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...,
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        ", / Big Hero 6,Balalala~~~,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2224568669.jpg,
"蝙蝠侠：黑暗骑士崛起,[可播放]",8.5,172,286097人评价,,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        ", / The Dark Knight Rises,诺兰就是保证。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1706428744.jpg,
战争之王,8.5,173,170343人评价,,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,
                            2005 / 美国 法国 / 剧情 犯罪
                        ", / Lord of War,做一颗让别人需要你的棋子。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p453719066.jpg,
"可可西里,[可播放]",8.6,174,125303人评价,,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,
                            2004 / 中国大陆 香港 / 剧情 犯罪
                        ", / Kekexili: Mountain Patrol,坚硬的信仰。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2363208684.jpg,
"梦之安魂曲,[可播放]",8.7,175,108862人评价,,"
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...,
                            2000 / 美国 / 剧情
                        ", / Requiem for a Dream,一场没有春天的噩梦。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p884936202.jpg,
地球上的星星,8.8,176,81256人评价,,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...,
                            2007 / 印度 / 剧情 儿童 家庭
                        ", / Taare Zameen Par,天使保护事件始末。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1973489335.jpg,
"碧海蓝天,[可播放]",8.7,177,106153人评价,,"
                            导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...,
                            1988 / 法国 美国 意大利 / 剧情 爱情
                        ", / Le grand bleu,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p455722535.jpg,
未麻的部屋,8.8,178,91687人评价,,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,
                            1997 / 日本 / 动画 奇幻 惊悚
                        ", / Perfect Blue,好的剧本是，就算你猜到了结局也猜不到全部。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1351050722.jpg,
"秒速5厘米,[可播放]",8.3,179,285210人评价,,"
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...,
                            2007 / 日本 / 动画 剧情 爱情
                        ", / 秒速5センチメートル,青春就是放弃和怀念。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p982896012.jpg,
爆裂鼓手,8.6,180,228407人评价,,"
                            导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...,
                            2014 / 美国 / 剧情 音乐
                        ", / Whiplash,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2220776342.jpg,
"恐怖游轮,[可播放]",8.3,181,309235人评价,,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        ", / Triangle,不要企图在重复中寻找已经失去的爱。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p462470694.jpg,
"谍影重重2,[可播放]",8.5,182,154401人评价,,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,
                            2004 / 美国 德国 / 动作 悬疑 惊悚
                        ", / The Bourne Supremacy,谁说王家卫镜头很晃？,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p667644866.jpg,
"谍影重重,[可播放]",8.5,183,186244人评价,,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚
                        ", / The Bourne Identity,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1597183981.jpg,
"阿飞正传,[可播放]",8.5,184,174508人评价,,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,
                            1990 / 香港 / 犯罪 剧情 爱情
                        ", / 阿飛正傳,王家卫是一种风格，张国荣是一个代表。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p924558512.jpg,
"达拉斯买家俱乐部,[可播放]",8.6,185,162263人评价,,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,
                            2013 / 美国 / 剧情 传记 同性
                        ", / Dallas Buyers Club,Jared Leto的腿比女人还美！,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2166160837.jpg,
"海盗电台,[可播放]",8.6,186,161997人评价,,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...,
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐
                        ", / The Boat That Rocked,生命不止，摇滚不死。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p769608791.jpg,
牯岭街少年杀人事件,8.7,187,102461人评价,,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,
                            1991 / 台湾 / 剧情 犯罪
                        ", / 牯嶺街少年殺人事件,弱者送给弱者的一刀。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p848381236.jpg,
"惊魂记,[可播放]",8.8,188,79526人评价,,"
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles,
                            1960 / 美国 / 悬疑 恐怖
                        ", / Psycho,故事的反转与反转，分裂电影的始祖。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1021883305.jpg,
魔女宅急便,8.4,189,187119人评价,,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平,
                            1989 / 日本 / 动画 奇幻 冒险
                        ", / 魔女の宅急便,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p456676352.jpg,
"再次出发之纽约遇见你,[可播放]",8.5,190,160516人评价,,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,
                            2013 / 美国 / 喜剧 爱情 音乐
                        ", / Begin Again,爱我就给我看你的播放列表。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2250287733.jpg,
"被解救的姜戈,[可播放]",8.5,191,251496人评价,,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,
                            2012 / 美国 / 剧情 动作 西部 冒险
                        ", / Django Unchained,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1959232369.jpg,
"绿里奇迹,[可播放]",8.7,192,102879人评价,,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ", / The Green Mile,天使暂时离开。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p767586451.jpg,
"东京物语,[可播放]",9.2,193,48533人评价,,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...,
                            1953 / 日本 / 剧情 家庭
                        ", / 東京物語,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910832390.jpg,
"勇闯夺命岛,[可播放]",8.5,194,137907人评价,,"
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...,
                            1996 / 美国 / 动作 冒险
                        ", / The Rock,类型片的极致。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p636048104.jpg,
"迁徙的鸟,[可播放]",9.1,195,50716人评价,,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
                        ", / Le peuple migrateur,最美的飞翔。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2238274168.jpg,
末路狂花,8.7,196,100736人评价,,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,
                            1991 / 美国 法国 / 犯罪 剧情 惊悚
                        ", / Thelma & Louise,没有了退路，只好飞向自由。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p794583044.jpg,
"荒野生存,[可播放]",8.6,197,123160人评价,,"
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...,
                            2007 / 美国 / 冒险 传记 剧情
                        ", / Into the Wild,出门必备：本草纲目。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465687407.jpg,
"青蛇,[可播放]",8.4,198,211893人评价,,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,
                            1993 / 香港 / 剧情 奇幻 古装
                        ", / Green Snake,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584021784.jpg,
"卡萨布兰卡,[可播放]",8.6,199,120575人评价,,"
                            导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...,
                            1942 / 美国 / 剧情 爱情 战争
                        ", / Casablanca,与同名歌曲无关。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244791866.jpg,
"哪吒闹海,[可播放]",8.8,200,76682人评价,,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...,
                            1979 / 中国大陆 / 冒险 动画 奇幻
                        ", / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,想你时你在闹海。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2163636038.jpg,
终结者2：审判日,8.5,201,136190人评价,,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,
                            1991 / 美国 法国 / 动作 科幻
                        ", / Terminator 2: Judgment Day,少见的超越首部的续集，动作片中的经典。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910909085.jpg,
"忠犬八公物语,[可播放]",9.0,202,54650人评价,,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...,
                            1987 / 日本 / 剧情
                        ", / ハチ公物語,养狗三日，便会对你终其一生。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2297934945.jpg,
"这个男人来自地球,[可播放]",8.5,203,171987人评价,,"
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...,
                            2007 / 美国 / 剧情 科幻
                        ", / The Man from Earth,科幻真正的魅力不是视觉效果能取代的。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p513303986.jpg,
"变脸,[可播放]",8.4,204,207386人评价,,"
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...,
                            1997 / 美国 / 动作 科幻 犯罪 惊悚
                        ", / Face/Off,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173855883.jpg,
燕尾蝶,8.6,205,105467人评价,,"
                            导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步,
                            1996 / 日本 / 犯罪 剧情
                        ", / スワロウテイル,现实与童话交相辉映的旅程。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p532195562.jpg,
"源代码,[可播放]",8.3,206,395738人评价,,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,
                            2011 / 美国 加拿大 / 剧情 动作 科幻 犯罪 惊悚
                        ", / Source Code,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p988260245.jpg,
"新龙门客栈,[可播放]",8.4,207,176091人评价,,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
                        ", / 新龍門客棧,嬉笑怒骂，调风动月。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1421018669.jpg,
"E.T. 外星人,[可播放]",8.5,208,147262人评价,,"
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...,
                            1982 / 美国 / 剧情 科幻
                        ", / E.T.: The Extra-Terrestrial,生病的E.T.皮肤的颜色就像柿子饼。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p984732992.jpg,
"英国病人,[可播放]",8.4,209,169494人评价,,"
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...,
                            1996 / 美国 英国 / 爱情 剧情 战争
                        ", / The English Patient,"In memory, love lives forever...",https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2408623752.jpg,
黄金三镖客,9.1,210,49392人评价,,"
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,
                            1966 / 意大利 西班牙 西德 / 冒险 西部
                        "," / Il buono, il brutto, il cattivo.",最棒的西部片。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2101693489.jpg,
"黑客帝国3：矩阵革命,[可播放]",8.5,211,149223人评价,,"
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...,
                            2003 / 美国 澳大利亚 / 动作 科幻
                        ", / The Matrix Revolutions,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p443461818.jpg,
发条橙,8.4,212,180343人评价,,"
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...,
                            1971 / 英国 美国 / 犯罪 剧情 科幻
                        ", / A Clockwork Orange,我完全康复了。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p529908155.jpg,
"美国丽人,[可播放]",8.4,213,178695人评价,,"
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特...,
                            1999 / 美国 / 剧情 家庭
                        ", / American Beauty,每个人的内心都是深不可测的大海。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p571671715.jpg,
"城市之光,[可播放]",9.2,214,41569人评价,,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,
                            1931 / 美国 / 喜剧 剧情 爱情
                        ", / City Lights,永远的小人物，伟大的卓别林。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2099815842.jpg,
叫我第一名,8.6,215,105236人评价,,"
                            导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...,
                            2008 / 美国 / 剧情 传记
                        ", / Front of the Class,乐观比一切都有力量。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p496133870.jpg,
"无耻混蛋,[可播放]",8.4,216,215915人评价,,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,
                            2009 / 美国 德国 / 剧情 犯罪
                        ", / Inglourious Basterds,昆汀同学越来越变态了，比北野武还杜琪峰。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p770734475.jpg,
"穆赫兰道,[可播放]",8.3,217,226692人评价,,"
                            导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...,
                            2001 / 法国 美国 / 剧情 悬疑 惊悚
                        ", / Mulholland Dr.,大卫·林奇的梦境迷宫。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792248233.jpg,
"非常嫌疑犯,[可播放]",8.6,218,111943人评价,,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...,
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
                        ", / The Usual Suspects,我不信仰上帝，但我敬畏上帝。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p470383576.jpg,
"初恋这件小事,[可播放]",8.2,219,441680人评价,,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,
                            2010 / 泰国 / 剧情 喜剧 爱情
                        ", / สิ่งเล็กเล็กที่เรียกว่า...รัก,黑小鸭速效美白记。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1505312273.jpg,
"勇士,[可播放]",8.9,220,84875人评价,,"
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...,
                            2011 / 美国 / 剧情 运动 家庭
                        ", / Warrior,热血沸腾，相当完美的娱乐拳击大餐。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1145536386.jpg,
"模仿游戏,[可播放]",8.5,221,243112人评价,,"
                            导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,
                            2014 / 英国 美国 / 剧情 传记 战争 同性
                        ", / The Imitation Game,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2255040492.jpg,
上帝也疯狂,8.6,222,92888人评价,,"
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau,
                            1980 / 博茨瓦纳 南非 / 喜剧
                        ", / The Gods Must Be Crazy,纯净原始的笑与感动。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173719647.jpg,
蓝色大门,8.3,223,266104人评价,,"
                            导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...,
                            2002 / 台湾 法国 / 剧情 爱情 同性
                        ", / 藍色大門,青春的窃窃私语。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584822570.jpg,
爱·回家,9.0,224,45644人评价,,"
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...,
                            2002 / 韩国 / 剧情 家庭
                        ", / 집으로...,献给所有外婆的电影。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2107418134.jpg,
"无敌破坏王,[可播放]",8.6,225,178053人评价,,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 ...,
                            2012 / 美国 / 喜剧 动画 冒险
                        ", / Wreck-It Ralph,迪士尼和皮克斯拿错剧本的产物。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1735642656.jpg,
